"","Sample","Week","Treatment","Weight.x","Temperature","HeartRate","RespiratoryRate","SubmandibularLN","PrescapularLN","PoplitealLN","salDNA","salcDNA","blDNA","blcDNA","blNeut","blCD4CD183","blCD4CCR4","blCD4CCR6","blCD4","blCD8","blCD21","blCD4CD8CD21","blTCells","blBTratio","blCD4CD8ratio","lnCD4CD183","lnCD4CCR4","lnCD4CCR6","lnCD4","lnCD8","lnCD21","lnCD4CD8CD21","lnTCells","lnBTratio","lnCD4CD8ratio","tonCD4CD183","tonCD4CCR4","tonCD4CCR6","tonCD4","tonCD8","tonCD21","tonFoxP3","tonCD4CD8CD21","tonTCells","tonBTratio","tonCD4CD8ratio","Sex","Age","Weight.y","WgtCng","GingInf","GumLoss","LNLsize","LNRsize","MG408-9Les","MG308-9Les"
"99",4537,16,"Control",4.2,100,170,42,0,0,0,NA,NA,0,0,4558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",351,4.2,0.6,0.42,0.28,2,2,0,0
"100",4537,17,"Control",4.3,100.4,148,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",4537,18,"Control",4.3,98.5,180,54,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",4537,19,"Control",4.4,100.8,150,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",4537,20,"Control",4.1,101.8,130,36,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",4537,21,"Control",4.3,101.5,140,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",4537,22,"Control",4.4,100,160,56,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",4537,23,"Control",4.4,101.4,160,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",4537,24,"Control",4.5,101.4,210,42,0,0,0,NA,NA,0,0,4000,0.1,2,0.3,20.4,14.3,20.3,55,34.7,0.585014409221902,1.42657342657343,10.3,0.4,2,28.9,22,34.5,85.4,50.9,0.677799607072691,1.19377162629758,5.8,1.5,3.7,27.2,6.4,54.6,1,88.2,33.6,1.625,4.25,"m",407,4.4,0.8,0.6,0.4,2,2,0,0
"108",4537,33,"Control",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",470,NA,NA,NA,NA,NA,NA,NA,NA
"109",4539,-1,"cART",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",234,3.2,0,0.94,0.54,0,0,4,4
"110",4539,0,"cART",3.1,100.6,160,54,0,0,0,NA,NA,0,0,3200,4.3,0.5,0.1,28.3,16.1,17,61.4,44.4,0.382882882882883,1.75776397515528,0.2,1,0.1,33.8,26.8,19.1,79.7,60.6,0.315181518151815,0.56508875739645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",4539,1,"cART",3,101,NA,NA,0,0,0,NA,NA,451.59615883727,163657.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",4539,2,"cART",3.1,100,160,72,0,0,0,0,0,56586.1262665627,914285.714285714,NA,1.7,2,0.4,20.5,17.8,17.9,56.2,38.3,0.467362924281984,1.15168539325843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",4539,3,"cART",3.1,99.6,NA,40,2,0,0,NA,NA,12607.9447322971,1497142.85714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",4539,4,"cART",3.1,102.5,132,44,0,0,0,NA,NA,8038.58520900321,66971.4285714286,1407,3.7,1.3,2.8,21.4,27.4,18.6,67.4,48.8,0.381147540983607,1.15168539325843,0.2,1.4,0.2,20,12.8,56.2,89,32.8,1.71341463414634,2.81,6.1,29.3,17.2,18.9,7.4,65.4,0.4,91.7,26.3,2.48669201520913,2.55405405405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",4539,5,"cART",3.2,101.2,NA,NA,0,0,0,NA,NA,14111.9221411192,95771.4285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",267,3.2,0,0.44,0.5,2,2,2,2
"116",4539,6,"cART",3.1,99.4,150,54,2,0,0,12568.306010929,3575.22708505367,13715.146948003,25371.4285714286,800,1.1,2,0.9,16.8,30,14.7,61.5,46.8,0.314102564102564,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",4539,7,"cART",3.1,101,128,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",4539,8,"cART",3.1,99.5,150,60,0,0,0,NA,NA,7196.9696969697,13714.2857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",4539,9,"cART",3.2,100.6,160,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",4539,10,"cART",3.1,99.3,160,42,0,0,0,NA,NA,9650.28773793714,6400,3348,4.1,6.5,2.5,8.2,27.5,11.2,46.9,35.7,0.313725490196078,0.298181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",4539,11,"cART",3.1,101,140,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,1.1,5.7,22.8,23.4,41.8,88,46.2,0.904761904761905,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",316,3.2,0,0.71,0.52,3,3,3,2
"122",4539,12,"cART",3.2,97.2,140,54,0,0,0,14598.5401459854,3094.50549450549,10384.6153846154,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",4539,13,"cART",3.1,99.7,130,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",4539,14,"cART",3.2,98,130,54,0,0,0,NA,NA,6490.56603773585,4342.85714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",4539,15,"cART",3.1,100.4,150,56,0,0,0,NA,NA,NA,NA,NA,0,6.7,0.9,12.4,28.9,18.6,59.9,41.3,0.450363196125908,0.429065743944637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",4539,16,"cART",3.2,101.7,150,48,0,0,0,NA,NA,6744.18604651163,5257.14285714286,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",351,3.2,0,0.58,0.31,2,2,2,0
"127",4539,17,"cART",3.2,100.3,160,52,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",4539,18,"cART",3.2,100,138,66,0,0,0,7387.86279683377,NA,5133.68983957219,6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",4539,19,"cART",3.2,100.2,150,66,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",4539,20,"cART",3.2,99.6,170,66,0,0,0,NA,NA,6562.75635767022,5074.28571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",4539,21,"cART",3.2,100.7,150,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",4539,22,"cART",3.2,101.6,140,60,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",4539,23,"cART",3.2,100.8,150,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",4539,24,"cART",3.2,100.2,160,42,0,0,0,NA,NA,6151.74299384826,4114.28571428571,3180,0.8,6.3,2.4,10,21.6,13,44.6,31.6,0.411392405063291,0.462962962962963,12.6,0.2,1.4,25.8,25.4,32.6,83.8,51.2,0.63671875,1.26356589147287,0.3,1.1,1,39.6,6.4,44.9,0.6,90.9,46,0.976086956521739,6.1875,"f",407,3.2,0,0.6,0.7,2,2,2,0
"135",4539,33,"cART",NA,NA,NA,NA,NA,NA,NA,33191.4893617021,2912.1157323689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",470,3.2,0,0.76,0.55,1,1,2,0
"136",4540,-1,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",234,3.8,0,0.56,0.63,0,0,0,0
"137",4540,0,"Control",3.8,100.2,180,54,0,0,0,NA,NA,0,0,3100,7.3,1.1,0.2,18.1,9.1,43,70.2,27.2,1.58088235294118,1.98901098901099,NA,64.1,0.6,38.9,12.3,30.8,82,51.2,0.6015625,0.791773778920309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",4540,1,"Control",3.8,98.6,144,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",4540,2,"Control",3.9,98.8,190,60,0,0,0,0,0,0,0,NA,1.1,1.9,0.6,48.4,4.2,29,81.6,52.6,0.551330798479087,11.5238095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",4540,3,"Control",3.9,97.7,198,78,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",4540,4,"Control",3.9,99.7,180,54,0,0,0,NA,NA,0,0,3528,3.8,1.2,2,23,15.8,35.9,74.7,38.8,0.925257731958763,1.45569620253165,0.4,1.2,0.3,26.4,9.2,54.6,90.2,35.6,1.53370786516854,2.06818181818182,5.1,25.5,30.9,19.6,5.3,67.4,0.8,92.3,24.9,2.70682730923695,3.69811320754717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",4540,5,"Control",4.1,100.9,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",267,3.8,0,0.58,0.56,0,0,0,0
"143",4540,6,"Control",4,100.3,180,48,0,0,0,0,0,0,0,4173,1.3,3.4,1.8,16.6,11,24.1,51.7,27.6,0.873188405797101,1.50909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",4540,7,"Control",4,99.9,140,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",4540,8,"Control",4.1,98.8,190,54,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",4540,9,"Control",4.1,98.1,170,60,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",4540,10,"Control",4.1,96.8,150,36,0,0,0,NA,NA,0,0,3000,4.3,11,3.8,22.9,13.2,29,65.1,36.1,0.803324099722992,1.73484848484848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",4540,11,"Control",4.2,99.6,160,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.5,2.7,39.2,18.1,25.2,82.5,57.3,0.43979057591623,0.642857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",316,4.1,0.3,0.71,0.4,0,0,0,0
"149",4540,12,"Control",4.1,98.3,170,54,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",4540,13,"Control",4.2,99.2,170,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",4540,14,"Control",4.2,99.8,150,60,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",4540,15,"Control",4.2,100.2,160,48,0,0,0,NA,NA,NA,NA,NA,0.1,2.9,0.4,18.7,18.2,25.9,62.8,36.9,0.70189701897019,1.02747252747253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",4540,16,"Control",4.2,99.9,150,42,0,0,0,NA,NA,0,0,3795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",351,4.2,0.4,0.69,0.7,0,0,0,0
"154",4540,17,"Control",4.3,100.1,168,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",4540,18,"Control",4.3,99,114,72,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",4540,19,"Control",4.3,98.8,150,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",4540,20,"Control",4.3,100,150,42,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",4540,21,"Control",4.2,99.1,160,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",4540,22,"Control",4.2,97.5,180,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",4540,23,"Control",4.2,99.9,160,60,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",4540,24,"Control",4.2,99.9,190,42,0,0,0,NA,NA,0,0,4340,0.2,1.2,0.3,16.9,14.7,31.2,62.8,31.6,0.987341772151899,1.14965986394558,13,0.1,2.3,22.6,10.4,56.2,89.2,33,1.7030303030303,2.48672566371681,0.1,0.9,3.9,28.5,4.5,54.7,1.2,87.7,33,1.65757575757576,6.33333333333333,"m",407,4.2,0.4,0.65,0.63,0,0,0,0
"162",4540,33,"Control",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",470,4,0.2,1.16,0.76,0,0,0,0
"163",4541,-1,"Placebo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",234,3.2,0,1.06,0.61,0,0,0,3
"164",4541,0,"Placebo",3.3,102.1,190,66,0,0,0,NA,NA,0,0,3900,4.2,1.1,0.1,21.6,7.3,24.9,53.8,28.9,0.86159169550173,2.95890410958904,0.2,1,0,47.1,20.4,12.6,80.1,67.5,0.186666666666667,0.267515923566879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",4541,1,"Placebo",3.3,100.4,204,NA,0,0,0,NA,NA,2495.93054801953,2125714.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",4541,2,"Placebo",3.4,101.4,190,54,1,0,2,0,39222.8571428571,42427.138079312,17188571.4285714,NA,1.4,1.7,0.6,17.5,10.1,17.4,45,27.6,0.630434782608696,1.73267326732673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",4541,3,"Placebo",3.4,101.1,198,70,0,0,2,NA,NA,7650.27322404372,781714.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",4541,4,"Placebo",3.36,100.4,132,40,0,0,0,NA,NA,8130.91281002301,198400,486,1.8,0.7,0.9,24.4,24.8,32.4,81.6,49.2,0.658536585365854,1.73267326732673,0.1,2.7,0,32.9,14.6,38,85.5,47.5,0.8,1.15501519756839,2,11.1,10.9,25.4,7.7,61.9,0.8,95,33.1,1.87009063444109,3.2987012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",4541,5,"Placebo",3.5,101.4,NA,NA,0,0,0,NA,NA,7275.80372250423,76114.2857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",267,3.2,0,0.78,0.48,0,0,0,0
"170",4541,6,"Placebo",3.4,100.2,180,42,0,0,0,4516.12903225807,3257.9476861167,13364.2332947084,59200,595,0.3,1,0.3,19.5,25.2,33.7,78.4,44.7,0.753914988814318,0.773809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",4541,7,"Placebo",3.4,100.7,168,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",4541,8,"Placebo",3.4,100.7,210,60,0,0,0,NA,NA,8431.37254901961,10285.7142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",4541,9,"Placebo",3.4,100.7,140,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",4541,10,"Placebo",3.4,97.4,210,60,0,0,0,NA,NA,16074.6003552398,13257.1428571429,2645,2.6,4.9,2,13.4,26.7,24.7,64.8,40.1,0.615960099750623,0.50187265917603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
